0.61,0.0600588321685791,0.0,0.0600588321685791,0.0
0.5254,0.07171297073364258,0.2408890724182129,0.07171297073364258,0.2408890724182129
0.4295,0.06282711029052734,0.8056609630584717,0.06282711029052734,0.8056609630584717
0.5254,0.06778335571289062,0.4000391960144043,0.06778335571289062,0.4000391960144043
0.1158,0.05130767822265625,0.3659226894378662,0.05130767822265625,0.3659226894378662
0.0804,0.06744670867919922,0.3521599769592285,0.06744670867919922,0.3521599769592285
0.0804,0.07157397270202637,0.21706223487854004,0.07157397270202637,0.21706223487854004
0.0804,0.054902076721191406,0.26416802406311035,0.054902076721191406,0.26416802406311035
0.2452,0.06537294387817383,2.0,0.06537294387817383,2.0
0.99,0.06462430953979492,1.2144231796264648,0.06462430953979492,1.2144231796264648
